Target,Source,Weight,Type
Ding-Zhu Du,D. J. Kleitman,1,Undirected
M.-T. Shing,L.-Q. Pan,1,Undirected
Ding-Zhu Du,L.-Q. Pan,1,Undirected
M.-T. Shing,Ding-Zhu Du,1,Undirected
Ding-Zhu Du,Q. Feng,1,Undirected
Ding-Zhu Du,Y. Zhang,1,Undirected
Q. Feng,Y. Zhang,1,Undirected
Chee-Keng Yap,B. Mishra,5,Undirected
Thomas Dube,B. Mishra,1,Undirected
Chee-Keng Yap,Thomas Dube,3,Undirected
R. C. Dubes,Jain,1,Undirected
S. P. Novikov,A. T. Fomenko,2,Undirected
B. A. Dubrovin,A. T. Fomenko,2,Undirected
B. A. Dubrovin,S. P. Novikov,2,Undirected
Jorg-Rudiger Sack,Pat Morin,1,Undirected
Jorg-Rudiger Sack,D. Dubrule,1,Undirected
Pat Morin,D. Dubrule,1,Undirected
Scott Meyers,Steven P. Reiss,5,Undirected
Steven P. Reiss,Carolyn K. Duby,3,Undirected
Scott Meyers,Carolyn K. Duby,3,Undirected
H. Meyniel,Y. Hamidoune,1,Undirected
M. Las Vergnas,Y. Hamidoune,1,Undirected
P. Duchet,Y. Hamidoune,1,Undirected
H. Meyniel,M. Las Vergnas,1,Undirected
H. Meyniel,P. Duchet,1,Undirected
M. Las Vergnas,P. Duchet,1,Undirected
R. O. Duda,P. E. Hart,2,Undirected
Sue H. Whitesides,Gregory Dudek,2,Undirected
Kathleen R. Romanik,Gregory Dudek,2,Undirected
Emo Welzl,A. Dumitrescu,1,Undirected
Bernd Gartner,A. Dumitrescu,1,Undirected
S. Pedroni,A. Dumitrescu,1,Undirected
Bernd Gartner,Emo Welzl,4,Undirected
Emo Welzl,S. Pedroni,1,Undirected
Bernd Gartner,S. Pedroni,1,Undirected
R. Kaye,A. Dumitrescu,1,Undirected
Arthur J. Olson,B. S. Duncan,1,Undirected
Christian A. Duncan,S. Kobourov,2,Undirected
Michael T. Goodrich,S. Kobourov,2,Undirected
Christian A. Duncan,Edgar A. Ramos,1,Undirected
H. J. Gottschalk,R. D. Duppe,1,Undirected
George Drettakis,Fredo Durand,6,Undirected
C. Peuch,Fredo Durand,1,Undirected
George Drettakis,C. Peuch,1,Undirected
Fredo Durand,Claude Puech,9,Undirected
Stephane Riviere,Claude Puech,3,Undirected
Rachel Orti,Claude Puech,3,Undirected
Rachel Orti,Stephane Riviere,3,Undirected
Stephane Riviere,Fredo Durand,3,Undirected
Rachel Orti,Fredo Durand,3,Undirected
C. Michelot,R. Durier,1,Undirected
Martin J. Durst,T. L. Kunii,2,Undirected
B. Dushnik,E. W. Miller,1,Undirected
Debasish Dutta,P. K. Chaudhuri,1,Undirected
G. Dutton,S. Morehouse,1,Undirected
M. Herlihy,O. Waarts,1,Undirected
C. Dwork,O. Waarts,1,Undirected
M. Herlihy,C. Dwork,1,Undirected
W. F. Eddy,R. Dwyer,1,Undirected
C. R. Dyer,Azriel Rosenfeld,1,Undirected
Hanan Samet,Azriel Rosenfeld,14,Undirected
C. R. Dyer,Hanan Samet,1,Undirected
Martin E. Dyer,N. Megiddo,1,Undirected
Ravi Kannan,Martin E. Dyer,2,Undirected
Alan M. Frieze,Ravi Kannan,2,Undirected
C. J. H. McDiarmid,Martin E. Dyer,1,Undirected
Alan M. Frieze,C. J. H. McDiarmid,2,Undirected
Martin E. Dyer,Peter Gritzmann,1,Undirected
Martin E. Dyer,Alexander Hufnagel,1,Undirected
Peter Gritzmann,Alexander Hufnagel,3,Undirected
Martin E. Dyer,L. G. Proll,1,Undirected
M. J. Muuss,P. C. Dykstra,1,Undirected
P. W. Dymon,S. A. Cook,1,Undirected
David Levin,Nira Dyn,2,Undirected
Nira Dyn,Samuel Rippa,2,Undirected
David Levin,Samuel Rippa,2,Undirected
Mao Lin Huang,Peter D. Eades,1,Undirected
Robert F. Cohen,Mao Lin Huang,1,Undirected
Qing-Wen Feng,Peter D. Eades,1,Undirected
D. G. Kelly,Peter D. Eades,2,Undirected
D. G. Kelly,I. Fogg,1,Undirected
Peter D. Eades,I. Fogg,1,Undirected
L. R. Foulds,J. W. Giffin,2,Undirected
J. W. Giffin,Peter D. Eades,1,Undirected
L. R. Foulds,Peter D. Eades,1,Undirected
Peter D. Eades,P. Garvan,1,Undirected
Richard Webber,Michael E. Houle,1,Undirected
Peter D. Eades,Michael E. Houle,1,Undirected
Richard Webber,Peter D. Eades,1,Undirected
W. Lai,K. Misue,2,Undirected
K. Sugiyama,K. Misue,5,Undirected
Peter D. Eades,K. Misue,2,Undirected
W. Lai,K. Sugiyama,2,Undirected
W. Lai,Peter D. Eades,2,Undirected
K. Sugiyama,Peter D. Eades,3,Undirected
Xuemin Lin,T. Lin,3,Undirected
Peter D. Eades,B. D. McKay,1,Undirected
Xuemin Lin,B. D. McKay,1,Undirected
Xuemin Lin,Roberto Tamassia,3,Undirected
Peter D. Eades,Joe Marks,2,Undirected
Stephen C. North,Joe Marks,1,Undirected
Stephen C. North,Peter D. Eades,1,Undirected
B. McKay,Nicolas C. Wormald,1,Undirected
B. McKay,Peter D. Eades,1,Undirected
David H. Rappaport,Peter D. Eades,1,Undirected
C. Stirk,Sue H. Whitesides,2,Undirected
Sue H. Whitesides,Peter D. Eades,7,Undirected
C. Stirk,Peter D. Eades,2,Undirected
Sue H. Whitesides,A. Symvonis,1,Undirected
Peter D. Eades,A. Symvonis,1,Undirected
Kevin Weiler,C. M. Eastman,1,Undirected
C. I. Yessios,C. M. Eastman,1,Undirected
C. M. Eastman,M. Zemankova,1,Undirected
H. Nakano,H. Ebara,2,Undirected
N. Fukuyama,H. Ebara,1,Undirected
Y. Nakanishi,H. Ebara,2,Undirected
H. Nakano,N. Fukuyama,1,Undirected
Y. Nakanishi,H. Nakano,2,Undirected
Y. Nakanishi,N. Fukuyama,1,Undirected
Vitaly Surazhsky,Ilya Eckstein,1,Undirected
Craig Gotsman,Ilya Eckstein,1,Undirected
Craig Gotsman,Vitaly Surazhsky,2,Undirected
G. Hotz,J. Eckstein,1,Undirected
F. C. Peyrin,C. L. Odet,1,Undirected
A. B. Ecoule,C. L. Odet,1,Undirected
F. C. Peyrin,A. B. Ecoule,1,Undirected
Masato Edahiro,I. Kokubo,1,Undirected
Takao Asano,I. Kokubo,1,Undirected
Masato Edahiro,Takashi Hoshino,1,Undirected
Takao Asano,Takashi Hoshino,1,Undirected
Katsuhiko Tanaka,Takashi Hoshino,1,Undirected
Masato Edahiro,Katsuhiko Tanaka,2,Undirected
Takao Asano,Katsuhiko Tanaka,2,Undirected
Katsuhiko Tanaka,R. Hoshino,1,Undirected
Takao Asano,R. Hoshino,1,Undirected
Masato Edahiro,R. Hoshino,1,Undirected
C. Greene,P. H. Edelman,2,Undirected
Herbert Edelsbrunner,J. Liang,3,Undirected
J. Liang,P. Fu,1,Undirected
M. A. Facello,J. Liang,3,Undirected
Herbert Edelsbrunner,M. A. Facello,3,Undirected
M. A. Facello,P. Fu,1,Undirected
Ernst Peter Mucke,Herbert Edelsbrunner,6,Undirected
Ernst Peter Mucke,P. Fu,1,Undirected
Jack Scott Snoeyink,Janos Pach,2,Undirected
Herbert Edelsbrunner,Janos Pach,5,Undirected
John E. Hershberger,Richard Pollack,2,Undirected
Leonidas J. Guibas,Janos Pach,4,Undirected
Janos Pach,Raimund Seidel,4,Undirected
Jack Scott Snoeyink,Emo Welzl,2,Undirected
John E. Hershberger,Emo Welzl,2,Undirected
Herbert Edelsbrunner,P. Hajnal,2,Undirected
Herbert Edelsbrunner,G. Haring,1,Undirected
D. Hilbert,G. Haring,1,Undirected
Herbert Edelsbrunner,D. Hilbert,1,Undirected
N. Hasan,X. J. Shen,1,Undirected
Herbert Edelsbrunner,X. J. Shen,1,Undirected
N. Hasan,Herbert Edelsbrunner,1,Undirected
D. Haussler,Herbert Edelsbrunner,1,Undirected
F. Huber,Herbert Edelsbrunner,1,Undirected
Herbert Edelsbrunner,Jerzy W. Jaromczyk,3,Undirected
Herbert Edelsbrunner,G. Swiatek,2,Undirected
J. W. Penny,G. Swiatek,1,Undirected
Jerzy W. Jaromczyk,G. Swiatek,3,Undirected
Herbert Edelsbrunner,J. W. Penny,1,Undirected
Jerzy W. Jaromczyk,J. W. Penny,1,Undirected
David G. Kirkpatrick,Herbert Edelsbrunner,2,Undirected
David G. Kirkpatrick,H. A. Maurer,1,Undirected
Herbert Edelsbrunner,H. A. Maurer,5,Undirected
David G. Kirkpatrick,Raimund Seidel,5,Undirected
Herbert Edelsbrunner,J. van Leeuwen,3,Undirected
Derick R. Wood,J. van Leeuwen,3,Undirected
Derick R. Wood,Herbert Edelsbrunner,3,Undirected
Thomas A. Ottmann,J. van Leeuwen,1,Undirected
Thomas A. Ottmann,Herbert Edelsbrunner,1,Undirected
Derick R. Wood,Franco P. Preparata,1,Undirected
Derick R. Wood,A. L. Rosenberg,1,Undirected
Derick R. Wood,H. A. Maurer,1,Undirected
Derick R. Wood,Emo Welzl,1,Undirected
Franco P. Preparata,Herbert Edelsbrunner,4,Undirected
Franco P. Preparata,A. L. Rosenberg,1,Undirected
Franco P. Preparata,H. A. Maurer,1,Undirected
Franco P. Preparata,Emo Welzl,1,Undirected
Herbert Edelsbrunner,A. L. Rosenberg,1,Undirected
A. L. Rosenberg,H. A. Maurer,1,Undirected
Emo Welzl,A. L. Rosenberg,1,Undirected
Emo Welzl,H. A. Maurer,1,Undirected
Raimund Seidel,Joseph O'Rourke,3,Undirected
Herbert Edelsbrunner,Joseph O'Rourke,4,Undirected
Emo Welzl,Joseph O'Rourke,1,Undirected
Mark H. Overmars,Raimund Seidel,2,Undirected
Mark H. Overmars,I. Hartman,1,Undirected
Mark H. Overmars,J. A. Feldman,1,Undirected
Ben-Arroyo,Mark H. Overmars,1,Undirected
Mark H. Overmars,Emo Welzl,5,Undirected
Herbert Edelsbrunner,I. Hartman,1,Undirected
Herbert Edelsbrunner,J. A. Feldman,1,Undirected
Ben-Arroyo,Herbert Edelsbrunner,1,Undirected
I. Hartman,J. A. Feldman,1,Undirected
Ben-Arroyo,I. Hartman,1,Undirected
Emo Welzl,I. Hartman,1,Undirected
Ben-Arroyo,J. A. Feldman,1,Undirected
Emo Welzl,J. A. Feldman,1,Undirected
Ben-Arroyo,Emo Welzl,1,Undirected
Derick R. Wood,Mark H. Overmars,3,Undirected
Janos Pach,J. T. Schwartz,1,Undirected
Herbert Edelsbrunner,J. T. Schwartz,1,Undirected
Franco P. Preparata,D. B. West,2,Undirected
D. B. West,Herbert Edelsbrunner,2,Undirected
X. Shen,A. D. Robison,1,Undirected
Herbert Edelsbrunner,A. D. Robison,1,Undirected
X. Shen,Herbert Edelsbrunner,3,Undirected
Herbert Edelsbrunner,Gunter Rote,2,Undirected
Emo Welzl,Gunter Rote,10,Undirected
Herbert Edelsbrunner,Nimish R. Shah,4,Undirected
Herbert Edelsbrunner,W. Shi,1,Undirected
Herbert Edelsbrunner,Steven S. Skiena,4,Undirected
Diane L. Souvaine,Herbert Edelsbrunner,1,Undirected
Herbert Edelsbrunner,Gerd Stockl,1,Undirected
Roman Waupotitsch,Tiow Seng Tan,2,Undirected
Roman Waupotitsch,Herbert Edelsbrunner,4,Undirected
Pavel Valtr,Emo Welzl,2,Undirected
Herbert Edelsbrunner,Pavel Valtr,2,Undirected
Herbert Edelsbrunner,E. Waupotitsch,1,Undirected
J. Edmonds,R. M. Karp,1,Undirected
Jon Christensen,Stuart M. Schieber,1,Undirected
Joe Marks,Stuart M. Schieber,1,Undirected
S. Edmondson,Stuart M. Schieber,1,Undirected
Jon Christensen,S. Edmondson,1,Undirected
Joe Marks,S. Edmondson,1,Undirected
D. E. Penny,C. H. Edwards,1,Undirected
Craig Gotsman,Alon Efrat,2,Undirected
Sariel Har-Peled,Alon Efrat,1,Undirected
Christof Schultz,Klaus Kriegel,1,Undirected
Alon Efrat,Klaus Kriegel,1,Undirected
Friedrich Hoffmann,Klaus Kriegel,19,Undirected
Christof Schultz,Alon Efrat,1,Undirected
Friedrich Hoffmann,Christof Schultz,1,Undirected
Friedrich Hoffmann,Alon Efrat,1,Undirected
Alon Itai,Matthew J. Katz,1,Undirected
Matthew J. Katz,Alon Efrat,5,Undirected
Frank Nielsen,Alon Efrat,2,Undirected
Frank Nielsen,Matthew J. Katz,5,Undirected
Micha Sharir,Frank Nielsen,2,Undirected
Micha Sharir,M. Lindenbaum,1,Undirected
Alon Efrat,M. Lindenbaum,1,Undirected
Micha Sharir,Gunter Rote,4,Undirected
Alon Efrat,Gunter Rote,3,Undirected
A. Ziv,Alon Efrat,3,Undirected
Micha Sharir,A. Ziv,3,Undirected
Teofilo F. Gonzalez,O. Egecioglu,1,Undirected
B. Kalantari,O. Egecioglu,1,Undirected
L. Stark,D. Eggert,1,Undirected
K. W. Bowyer,D. Eggert,1,Undirected
L. Stark,K. W. Bowyer,1,Undirected
V. M. Egorov,E. G. Kostov,1,Undirected
P. Egyed,Raphael Wenger,3,Undirected
C. Ehrlich,S. Even,1,Undirected
Robert E. Tarjan,S. Even,3,Undirected
C. Ehrlich,Robert E. Tarjan,1,Undirected
H.-C. Im Hof,P. E. Ehrlich,1,Undirected
H. Kieselwetter,N. Eichhorn,1,Undirected
G. Eichman,B. Z. Dong,1,Undirected
F. Eisenhaber,P. J. Argos,1,Undirected
D. Severance,M. Eisner,1,Undirected
William J. Lenhart,Sue H. Whitesides,6,Undirected
David H. Rappaport,Sue H. Whitesides,1,Undirected
Hossam A. El-Gindy,Sue H. Whitesides,2,Undirected
Miller,Sue H. Whitesides,1,Undirected
William J. Lenhart,David H. Rappaport,1,Undirected
William J. Lenhart,Hossam A. El-Gindy,1,Undirected
William J. Lenhart,Michael E. Houle,1,Undirected
William J. Lenhart,Miller,1,Undirected
Hossam A. El-Gindy,David H. Rappaport,1,Undirected
David H. Rappaport,Michael E. Houle,1,Undirected
Miller,David H. Rappaport,1,Undirected
Hossam A. El-Gindy,Michael E. Houle,1,Undirected
Miller,Hossam A. El-Gindy,1,Undirected
Miller,Michael E. Houle,1,Undirected
A. Varshney,J. El-Sana,2,Undirected
Jean-Claude Spehner,M. Elbaz,1,Undirected
E. Cohen,Gershon Elber,1,Undirected
M.-S. Kim,Gershon Elber,2,Undirected
P. Erdos,G. Elekes,2,Undirected
Hossam A. El-Gindy,Godfried T. Toussaint,11,Undirected
Hossam A. El-Gindy,Michael T. Goodrich,2,Undirected
J. Mark Keil,Hossam A. El-Gindy,1,Undirected
Anna Lubiw,Giuseppe Liotta,3,Undirected
Hank Meijer,Giuseppe Liotta,4,Undirected
Hossam A. El-Gindy,Giuseppe Liotta,1,Undirected
Hossam A. El-Gindy,Anna Lubiw,1,Undirected
Hossam A. El-Gindy,Hank Meijer,1,Undirected
Hossam A. El-Gindy,Pinaki Mitra,2,Undirected
R. J. Elliott,M. E. Lesk,2,Undirected
J. P. Menon,R. J. Marisa,1,Undirected
J. P. Menon,D. G. Thielman,1,Undirected
J. P. Menon,T. C. Lyerly,1,Undirected
J. P. Menon,H. B. Voelcker,2,Undirected
J. P. Menon,J. L. Ellis,1,Undirected
J. P. Menon,G. Kedem,1,Undirected
R. J. Marisa,D. G. Thielman,1,Undirected
T. C. Lyerly,R. J. Marisa,1,Undirected
H. B. Voelcker,R. J. Marisa,1,Undirected
J. L. Ellis,R. J. Marisa,1,Undirected
R. J. Marisa,G. Kedem,1,Undirected
T. C. Lyerly,D. G. Thielman,1,Undirected
H. B. Voelcker,D. G. Thielman,1,Undirected
J. L. Ellis,D. G. Thielman,1,Undirected
G. Kedem,D. G. Thielman,1,Undirected
T. C. Lyerly,H. B. Voelcker,1,Undirected
J. L. Ellis,T. C. Lyerly,1,Undirected
T. C. Lyerly,G. Kedem,1,Undirected
J. L. Ellis,H. B. Voelcker,1,Undirected
H. B. Voelcker,G. Kedem,1,Undirected
J. L. Ellis,G. Kedem,1,Undirected
J. R. Ellis,M. Eden,1,Undirected
H. Elter,P. Lienhardt,2,Undirected
D. W. Hearn,J. Elzinga,3,Undirected
P. van Emde Boas,E. Zijlstra,1,Undirected
R. Kaas,E. Zijlstra,1,Undirected
P. van Emde Boas,R. Kaas,1,Undirected
M. Lobo,A. Abrous,1,Undirected
A. F. Emery,A. Abrous,1,Undirected
O. Johansson,A. Abrous,1,Undirected
M. Lobo,A. F. Emery,1,Undirected
M. Lobo,O. Johansson,1,Undirected
A. F. Emery,O. Johansson,1,Undirected
Ioannis Z. Emiris,John F. Canny,4,Undirected
Ioannis Z. Emiris,Raimund Seidel,1,Undirected
John F. Canny,Raimund Seidel,2,Undirected
Ioannis Z. Emiris,Thierry Giordano,1,Undirected
G. Leih,J. Engelfriet,1,Undirected
Emo Welzl,J. Engelfriet,1,Undirected
G. Leih,Emo Welzl,1,Undirected
H. Englisch,H. Voigt,1,Undirected
D. W. Storti,M. A. Ganter,2,Undirected
M. T. Ensz,M. A. Ganter,1,Undirected
D. W. Storti,M. T. Ensz,1,Undirected
K. S. Eo,C. M. Kyung,1,Undirected
David Eppstein,Z. Galil,6,Undirected
David Eppstein,R. Giancarlo,2,Undirected
Z. Galil,R. Giancarlo,3,Undirected
David Eppstein,Giuseppe F. Italiano,7,Undirected
Giuseppe F. Italiano,Z. Galil,8,Undirected
Giuseppe F. Italiano,R. Giancarlo,1,Undirected
David Eppstein,T. Spencer,1,Undirected
T. Spencer,Giuseppe F. Italiano,1,Undirected
T. Spencer,Z. Galil,1,Undirected
David Eppstein,A. Nissenzweig,1,Undirected
A. Nissenzweig,Giuseppe F. Italiano,1,Undirected
A. Nissenzweig,Z. Galil,1,Undirected
T. H. Spencer,David Eppstein,1,Undirected
T. H. Spencer,Giuseppe F. Italiano,1,Undirected
T. H. Spencer,Z. Galil,2,Undirected
David Eppstein,David Hart,1,Undirected
Jeffery Westbrook,David Eppstein,3,Undirected
M. Yung,David Eppstein,3,Undirected
Robert E. Tarjan,David Eppstein,3,Undirected
David Eppstein,Roberto Tamassia,3,Undirected
Jeffery Westbrook,M. Yung,3,Undirected
Jeffery Westbrook,Robert E. Tarjan,4,Undirected
Jeffery Westbrook,Giuseppe F. Italiano,3,Undirected
Jeffery Westbrook,Roberto Tamassia,3,Undirected
M. Yung,Robert E. Tarjan,3,Undirected
M. Yung,Giuseppe F. Italiano,3,Undirected
M. Yung,Roberto Tamassia,3,Undirected
Robert E. Tarjan,Giuseppe F. Italiano,3,Undirected
Robert E. Tarjan,Roberto Tamassia,3,Undirected
Giuseppe F. Italiano,Roberto Tamassia,3,Undirected
Gerhard J. Woeginger,David Eppstein,1,Undirected
Mark H. Overmars,David Eppstein,1,Undirected
David Eppstein,Gunter Rote,1,Undirected
Mark H. Overmars,Gerhard J. Woeginger,1,Undirected
Mark H. Overmars,Gunter Rote,1,Undirected
J. Kavanagh,J. May,1,Undirected
T. Nguyen,J. May,3,Undirected
A. Knight,J. May,3,Undirected
J. May,P. Epstein,2,Undirected
Jorg-Rudiger Sack,J. May,3,Undirected
J. Kavanagh,T. Nguyen,1,Undirected
J. Kavanagh,A. Knight,1,Undirected
J. Kavanagh,P. Epstein,1,Undirected
J. Kavanagh,Jorg-Rudiger Sack,1,Undirected
T. Nguyen,A. Knight,3,Undirected
T. Nguyen,P. Epstein,2,Undirected
Jorg-Rudiger Sack,T. Nguyen,3,Undirected
A. Knight,P. Epstein,2,Undirected
Jorg-Rudiger Sack,A. Knight,3,Undirected
Michael A. Erdmann,T. Lozano-Perez,1,Undirected
Michael A. Erdmann,M. T. Mason,2,Undirected
Michael A. Erdmann,M. Mason,1,Undirected
P. Erdos,R. J. Faudree,1,Undirected
C. C. Rousseau,P. Erdos,1,Undirected
R. H. Schelp,P. Erdos,1,Undirected
C. C. Rousseau,R. J. Faudree,1,Undirected
R. H. Schelp,R. J. Faudree,1,Undirected
C. C. Rousseau,R. H. Schelp,1,Undirected
P. C. Fishburn,P. Erdos,1,Undirected
J. Hammer,P. Erdos,1,Undirected
Peter M. Gruber,P. Erdos,1,Undirected
J. Hammer,Peter M. Gruber,1,Undirected
R. K. Guy,P. Erdos,1,Undirected
P. Erdos,A. Gyarfas,2,Undirected
L. Pyber,A. Gyarfas,1,Undirected
L. Pyber,P. Erdos,1,Undirected
P. Komjath,P. Erdos,1,Undirected
Laszlo Lovasz,P. Erdos,2,Undirected
A. Simmons,P. Erdos,1,Undirected
E. Straus,P. Erdos,1,Undirected
Laszlo Lovasz,A. Simmons,1,Undirected
Laszlo Lovasz,E. Straus,1,Undirected
A. Simmons,E. Straus,1,Undirected
Laszlo Lovasz,K. Vesztergombi,1,Undirected
P. Erdos,K. Vesztergombi,1,Undirected
G. B. Purdy,P. Erdos,1,Undirected
A. Renyi,P. Erdos,1,Undirected
M. Simonovits,P. Erdos,1,Undirected
J. Spencer,P. Erdos,1,Undirected
G. Szekeres,P. Erdos,2,Undirected
P. Turan,P. Erdos,1,Undirected
W. E. L. Grimson,W. Eric,1,Undirected
Jeff Erickson,Raimund Seidel,3,Undirected
L. W. Ericson,Colm O'Dunlaing,1,Undirected
Chee-Keng Yap,L. W. Ericson,1,Undirected
B. van Hohenbalken,E. Erkut,1,Undirected
T. Baptie,E. Erkut,1,Undirected
B. van Hohenbalken,T. Baptie,1,Undirected
E. Erkut,S. Neuman,1,Undirected
Jyrki Katajainen,O. Nevalainen,3,Undirected
Jyrki Katajainen,J. Ernvall,2,Undirected
O. Nevalainen,J. Ernvall,4,Undirected
G. Eshel,M. M. Barash,1,Undirected
G. Eshel,V. Chandru,1,Undirected
W. Espelage,E. Wanke,1,Undirected
Hanan Samet,C. Esperanca,1,Undirected
Vladimir Estivill-Castro,Joseph O'Rourke,2,Undirected
D. Xu,Joseph O'Rourke,3,Undirected
Jorge Urrutia,Joseph O'Rourke,2,Undirected
Vladimir Estivill-Castro,D. Xu,2,Undirected
D. Xu,Jorge Urrutia,2,Undirected
Vladimir Estivill-Castro,V. Raman,3,Undirected
Ari Rappoport,Michal Shapira Etzion,3,Undirected
E. Guevremont,D. Eu,3,Undirected
Godfried T. Toussaint,D. Eu,4,Undirected
Godfried T. Toussaint,E. Guevremont,3,Undirected
D. B. Lomet,G. Evangelidis,1,Undirected
D. B. Lomet,B. Salzberg,2,Undirected
G. Evangelidis,B. Salzberg,1,Undirected
Christian Schwarz,Jurgen Teich,3,Undirected
Brian L. Evans,Jurgen Teich,2,Undirected
Christian Schwarz,Brian L. Evans,2,Undirected
D. G. Evans,S. M. Jones,1,Undirected
S. Mai,D. J. Evans,1,Undirected
Ivan Stojmenovic,D. J. Evans,1,Undirected
N. Y. Yousif,D. J. Evans,1,Undirected
F. Evans,A. Varshney,1,Undirected
Steven S. Skiena,A. Varshney,1,Undirected
F. Evans,Steven S. Skiena,1,Undirected
N. Miles,A. E. Middleditch,1,Undirected
G. Evans,A. E. Middleditch,1,Undirected
N. Miles,G. Evans,1,Undirected
V. T. Rajan,G. Koppelman,1,Undirected
R. C. Evans,G. Koppelman,1,Undirected
V. T. Rajan,R. C. Evans,1,Undirected
S. Even,G. Even,1,Undirected
G. Granot,S. Even,2,Undirected
Alon Itai,A. Shamir,1,Undirected
Alon Itai,S. Even,1,Undirected
A. Shamir,S. Even,1,Undirected
Y. Shiloach,S. Even,1,Undirected
D. G. Corneil,Hazel Everett,2,Undirected
Kyri Kilakos,Chinh Hoang,1,Undirected
Marc Noy,Chinh Hoang,1,Undirected
Chinh Hoang,Hazel Everett,1,Undirected
Marc Noy,Kyri Kilakos,2,Undirected
Kyri Kilakos,Hazel Everett,2,Undirected
Marc Noy,Hazel Everett,3,Undirected
C. T. Hoang,Hazel Everett,1,Undirected
C. T. Hoang,Marc Noy,1,Undirected
C. T. Hoang,Kyri Kilakos,1,Undirected
Ferran Hurtado,Hazel Everett,1,Undirected
Sue H. Whitesides,H. Schroder,1,Undirected
Sylvain Lazard,H. Schroder,1,Undirected
Hazel Everett,Sylvain Lazard,1,Undirected
Steve M. Robbins,H. Schroder,1,Undirected
Hazel Everett,H. Schroder,1,Undirected
Hazel Everett,Steve M. Robbins,1,Undirected
William J. Lenhart,Hazel Everett,1,Undirected
Mark H. Overmars,Hazel Everett,1,Undirected
William J. Lenhart,Thomas C. Shermer,1,Undirected
William J. Lenhart,Jorge Urrutia,1,Undirected
William J. Lenhart,Mark H. Overmars,1,Undirected
Thomas C. Shermer,Mark H. Overmars,1,Undirected
Hazel Everett,Joseph O'Rourke,2,Undirected
Kelly A. Lyons,Hazel Everett,1,Undirected
Hazel Everett,B. Reed,1,Undirected
Kelly A. Lyons,B. Reed,1,Undirected
Kelly A. Lyons,Diane L. Souvaine,1,Undirected
Diane L. Souvaine,B. Reed,1,Undirected
Eduardo Rivera-Campo,Hazel Everett,2,Undirected
Marc J. van Kreveld,Hazel Everett,2,Undirected
Marc J. van Kreveld,Jean-Marc Robert,2,Undirected
W. Li,K. Ewacha,1,Undirected
I. Rival,K. Ewacha,1,Undirected
W. Li,I. Rival,1,Undirected
G. Ewald,D. G. Larman,1,Undirected
C. A. Rogers,D. G. Larman,1,Undirected
G. Ewald,C. A. Rogers,1,Undirected
Joseph O'Rourke,G. Fabella,1,Undirected
Andreas Fabri,Geert-Jan Giezeman,3,Undirected
Lutz Kettner,Geert-Jan Giezeman,3,Undirected
Geert-Jan Giezeman,Stefan Schirra,3,Undirected
Sven Schonherr,Geert-Jan Giezeman,3,Undirected
Andreas Fabri,Lutz Kettner,3,Undirected
Andreas Fabri,Stefan Schirra,3,Undirected
Andreas Fabri,Sven Schonherr,3,Undirected
Lutz Kettner,Stefan Schirra,3,Undirected
Sven Schonherr,Lutz Kettner,3,Undirected
Sven Schonherr,Stefan Schirra,3,Undirected
A. E. Fabris,A. R. Forrest,4,Undirected
A. R. Forrest,L. Silva,2,Undirected
A. E. Fabris,L. Silva,2,Undirected
K. M. Fairchild,S. E. Poltrock,1,Undirected
G. W. Furnas,S. E. Poltrock,1,Undirected
K. M. Fairchild,G. W. Furnas,1,Undirected
M. Falk,R. Randell,1,Undirected
V. Gaede,Christos Faloutsos,1,Undirected
Christos Faloutsos,K.-I. Lin,2,Undirected
Yannis Manolopoulos,M. Ranganathan,1,Undirected
Christos Faloutsos,Yannis Manolopoulos,1,Undirected
Christos Faloutsos,M. Ranganathan,1,Undirected
Christos Faloutsos,Y. Rong,1,Undirected
Christos Faloutsos,S. Roseman,1,Undirected
T. Sellis,N. Roussopoulos,2,Undirected
Christos Faloutsos,T. Sellis,2,Undirected
Christos Faloutsos,N. Roussopoulos,2,Undirected
J. Q. Fang,T. S. Huang,1,Undirected
Beat D. Bruderlin,Shiaofen Fang,1,Undirected
T.-P. Fang,L. A. Piegl,4,Undirected
P. F. Stiller,A. O. Farahat,1,Undirected
J. C. Trinkle,A. O. Farahat,1,Undirected
J. C. Trinkle,P. F. Stiller,1,Undirected
J. K. Johnstone,R. T. Farouki,3,Undirected
R. T. Farouki,C. A. Neff,1,Undirected
V. T. Rajan,R. T. Farouki,1,Undirected
R. T. Farouki,R. Ramamurthy,1,Undirected
J. W. Modestino,N. Farvardin,1,Undirected
Jean-Daniel Boissonnat,M. Hebert,1,Undirected
Olivier D. Faugeras,M. Hebert,1,Undirected
P. Mussi,M. Hebert,1,Undirected
Jean-Daniel Boissonnat,P. Mussi,1,Undirected
Olivier D. Faugeras,P. Mussi,1,Undirected
Olivier D. Faugeras,Jean Ponce,1,Undirected
I. D. Faux,M. J. Pratt,1,Undirected
Jean Vignes,J.-P. Faye,1,Undirected
Daniel H. Greene,Tomas Feder,2,Undirected
Christos H. Papadimitriou,E. B. Feinberg,1,Undirected
J. C. Torres,F. R. Feito,1,Undirected
J. M. Wills,G. Fejes Toth,1,Undirected
Peter Gritzmann,G. Fejes Toth,1,Undirected
J. M. Wills,Peter Gritzmann,1,Undirected
